,id,title,adult,overview,original_language,popularity,release_date,vote_average,vote_count
2638,1824,50 First Dates,False,"Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.",en,30.028,2004-02-13,6.8,6055
2639,417678,"Everything, Everything",False,"A teenager who's lived a sheltered life because she's allergic to everything, falls for the boy who moves in next door.",en,30.436,2017-05-18,7.3,3432
2640,20558,Scooby-Doo! in Where's My Mummy?,False,Scooby-Doo and the Mystery Inc. gang become involved in a supernatural mystery in Egypt.,en,29.676,2005-12-13,7.4,298
2641,838484,Choose or Die,False,"In pursuit of an unclaimed $125,000 prize, a broke college dropout decides to play an obscure, 1980s survival computer game. But the game curses her, and she’s faced with dangerous choices and reality-warping challenges. After a series of unexpectedly terrifying moments, she realizes she’s no longer playing for the money but for her life.",en,24.889,2022-04-15,5.3,356
2642,298250,Jigsaw,False,"Dead bodies begin to turn up all over the city, each meeting their demise in a variety of grisly ways. All investigations begin to point the finger at deceased killer John Kramer.",en,31.483,2017-10-26,6.2,2966
2643,65650,The Good Doctor,False,"Dr. Martin Blake, who has spent his life looking for respect, meets an 18-year-old patient named Diane, suffering from a kidney infection, and gets a much-needed boost of self-esteem. However, when her health starts improving, Martin fears losing her, so he begins tampering with her treatment, keeping Diane sick and in the hospital right next to him.",en,22.676,2011-04-23,6.2,192
2644,350312,Bāhubali 2: The Conclusion,False,"When Mahendra, the son of Bāhubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",te,30.929,2017-04-27,7.3,525
2645,16187,Buzz Lightyear of Star Command: The Adventure Begins,False,Buzz Lightyear must battle Emperor Zurg with the help of three hopefuls who insist on being his partners.,en,30.119,2000-08-08,6.4,257
2646,496349,Macross Delta the Movie: Passionate Walküre,False,"Macross Delta is set in the year 2067, eight years after the events of Macross Frontier. The story focuses on Walküre, a team of talented idols and the Delta Squadron, a team of experienced Valkyrie pilots as they battle against the Var Syndrome, a mysterious phenomena that is consuming the galaxy, alongside the mysterious Aerial Knights Valkyrie fighter team of the Kingdom of Wind. This film recompiles scenes from the television anime with new scenes to tell a different story.",ja,20.519,2018-02-09,5.0,3
2647,141,Donnie Darko,False,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",en,28.768,2001-10-24,7.8,10401
2648,42889,The Virginity Hit,False,"Four guys, one camera, and their experience chronicling the exhilarating and terrifying rite of passage: losing your virginity. As these guys help their buddy get laid, they'll have to survive friends with benefits, Internet hookups, even porn stars during an adventure that proves why you will always remember your first time.",en,34.937,2010-09-24,4.6,59
2649,109520,After Porn Ends,False,"Documentary examining what happens to some of the biggest names in the history of the adult entertainment industry after they leave the business and try and live ""normal"" lives.",en,28.165,2012-05-21,5.7,206
2650,516632,The Empty Man,False,"Retired cop James Lasombra is asked by a friend to investigate the disappearance of her daughter, who seemingly packed in the night and left an ominous message on the bathroom mirror - ""The Empty Man Made Me Do It."" As he investigates this mysterious figure further, James begins to see and hear strange things, and is forced to come to terms with his past and what it means for his future.",en,27.941,2020-10-22,6.2,416
2651,27579,The American,False,"Dispatched to a small Italian town to await further orders, assassin Jack embarks on a double life that may be more relaxing than is good for him.",en,24.862,2010-08-31,5.9,1089
2652,514593,You Should Have Left,False,"In an effort to repair their relationship, a couple books a vacation in the countryside for themselves and their daughter. What starts as a perfect retreat begins to fall apart as one loses their grip on reality, and a sinister force tries to tear them apart.",en,29.435,2020-06-18,5.9,482
2653,277834,Moana,False,"In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.",en,28.483,2016-11-23,7.6,10439
2654,10228,Pokémon: The First Movie - Mewtwo Strikes Back,False,"The adventure explodes into action with the debut of Mewtwo, a bio-engineered Pokémon created from the DNA of Mew, the rarest of all Pokémon. Determined to prove its superiority, Mewtwo lures Satoshi, Pikachu and others into a Pokémon match like none before. Mewtwo vs. Mew. Super-clones vs. Pokémon. It's the ultimate showdown ... with the very future of the world at stake!",ja,27.66,1998-07-18,6.9,1155
2655,12556,Ghosts of Girlfriends Past,False,"When notorious womanizer Connor Mead attends his brother Paul's wedding, he is forced to re-evaluate his behavior as he comes face-to-face with the ghosts of girlfriends past, present, and future, along with his deceased uncle. The experience changes his attitude and allows him to reconnect with his first and only love, Jenny.",en,29.409,2009-05-01,5.9,1964
2656,811656,Monstrous,False,"Laura, traumatized by an abusive relationship, runs away from her former husband with her seven-year-old son Cody. But in their new, idyllic and remote sanctuary, they find they have another, bigger and more terrifying monster to deal with…",en,25.85,2022-05-13,5.3,16
2657,23437,A Nightmare on Elm Street,False,"The film that brings back horror icon Freddy Krueger as a darker and more sinister character than ever before. While Freddy is on the prowl, a group of teenagers being stalked soon learn they all have a common factor making them targets for this twisted killer.",en,33.859,2010-04-30,5.5,2242
2658,453,A Beautiful Mind,False,"John Nash is a brilliant but asocial mathematician fighting schizophrenia. After he accepts secret work in cryptography, his life takes a turn for the nightmarish.",en,33.157,2001-12-11,7.9,8505
2659,10065,The Amityville Horror,False,"This hair-raising remake of the 1979 horror hit depicts the ordeal of the Lutz clan, whose new home has a gory past and a legacy of demons. Before long, the family patriarch is plagued by nightmares and his daughter is seeing phantoms.",en,35.905,2005-04-14,6.1,1786
2660,479957,Desire,False,"Lucía and Ofelia, two sisters, finally meet after 7 years of cold relationships upon Lucia 's wedding. But when Juan, Lucia's husband, and Ofelia meet, they feel like a disruptive fantasy have enchanted their minds and bodies...",es,33.161,2017-10-05,5.8,110
2661,38410,The Poughkeepsie Tapes,False,"When hundreds of videotapes showing torture, murder and dismemberment are found in an abandoned house, they reveal a serial killer's decade-long reign of terror and become the most disturbing collection of evidence homicide detectives have ever seen.",en,36.401,2009-01-30,6.6,402
2662,594,The Terminal,False,"Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant.",en,25.301,2004-06-17,7.3,6428
2663,11361,Halloween 5: The Revenge of Michael Myers,False,"Presumed dead after a shoot-out with the Haddonfield police, Michael Myers is secretly nursed back to health -- and returns a year later to kill again and once more targets his young niece, Jamie. Jamie is now recovering in the local children's hospital after attacking her stepmother and losing her voice. Her mental link with her evil uncle may be the key to uprooting her family tree.",en,23.35,1989-10-12,5.4,872
2664,522924,The Art of Racing in the Rain,False,"A family dog - with a near-human soul and a philosopher's mind - evaluates his life through the lessons learned by his human owner, a race-car driver.",en,25.917,2019-08-08,8.3,1056
2665,508642,Gonjiam: Haunted Asylum,False,"The crew of a horror web series travels to an abandoned asylum for a live broadcast, but they encounter much more than expected as they move deeper inside the nightmarish old building.",ko,25.909,2018-03-28,7.3,363
2666,12536,Home Alone 4,False,"Kevin McCallister's parents have split up. Now living with his mom, he decides to spend Christmas with his dad at the mansion of his father's rich girlfriend, Natalie. Meanwhile robber Marv Merchants, one of the villains from the first two movies, partners up with a new criminal named Vera to hit Natalie's mansion.",en,25.098,2002-11-03,4.5,977
2667,520901,Doom: Annihilation,False,"A group of UAC Marines responds to a distress call from a top-secret scientific base on Phobos, a Martian moon, only to discover it's been overrun by demons.",en,27.165,2019-09-30,4.9,309
2668,423180,Sexo oral,False,"Sixty people, including those who have worked making the film, talk about sex: what's it, how was their first time, when did they masturbate for the first time, what do they think about pornography, relation between sex and love, and so on.",es,34.456,1994-10-28,3.3,2
2669,413736,Monster High: Welcome to Monster High,False,"Monsters once lived in hiding—even from each other—because they were afraid they would be in danger if humans knew they existed. But Draculaura, the daughter of Dracula, along with her best ghoulfriends, dreamt of a school where everyone was welcome and accepted for who they are. Determined to make their dream come true, the ghouls travel the world on an epic adventure to recruit new students. But even in this amazing place, there's drama: a villainess zombie is spreading trouble rather than friendship, and every student must live with the fear that their secret will be revealed. Now the ghouls must save their school so that every monster has a place where they belong and their uniqueness is celebrated!",en,32.883,2016-08-27,6.7,96
2670,23172,The Spy Next Door,False,"Former CIA spy Bob Ho takes on his toughest assignment to date: looking after his girlfriend's three kids, who haven't exactly warmed to their mom's beau. And when one of the youngsters accidentally downloads a top-secret formula, Bob's longtime nemesis, a Russian terrorist, pays a visit to the family.",en,28.896,2010-01-15,5.8,1062
2671,345920,Collateral Beauty,False,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",en,23.801,2016-12-06,7.3,4872
2672,339530,Tremors 5: Bloodlines,False,"The giant, man-eating Graboids are back and even deadlier than before, terrorizing the inhabitants of a South African wildlife reserve as they attack from below-and above.",en,27.148,2015-10-06,5.5,309
2673,8065,21,False,"Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack.",en,26.644,2008-03-27,6.7,3875
2674,83091,Saint Seiya: The Heated Battle of the Gods,False,"In Siberia, Hyōga saves a man that is being attacked. Injured, the man manages only to say something about Asgard. Some days later, Saori, Seiya, Shiryū and Shun are wondering about Hyōga and decide to go to Asgard to investigate. At Valhalla, the Lord of Asgard, Dolbar, says he has not heard of any Hyōga and neither has his right hand, Loki. However, at all times Seiya and the others can feel an evil cosmo emanating from Loki and the other Odin Saints called God Warriors. Shiryū, in particular, notices a familiar cosmo coming from Midgard, a mysterious, masked God Warrior. Dolbar makes it clear that he is trying to take control of both Asgard and the Sanctuary, imprisoning Athena in a strange dimension within the giant statue of Odin. Midgard reveals himself as Hyōga and tries to kill Shiryū to prove himself to Dolbar. Thus, it is the task of the Bronze Saints to defeat Dolbar, Loki and the rest of the God Warriors, to save Athena and Hyōga.",ja,30.891,1988-03-12,7.5,121
2675,9906,The Ant Bully,False,"Fed up with being targeted by the neighborhood bully, 10-year-old Lucas Nickle vents his frustrations on the anthill in his front yard ... until the insects shrink him to the size of a bug with a magic elixir. Convicted of ""crimes against the colony,"" Lucas can only regain his freedom by living with the ants and learning their ways.",en,22.892,2006-07-28,5.7,1124
2676,13955,Beethoven's Big Break,False,"Eddie, a struggling animal trainer and single dad suddenly finds himself the personal wrangler for a large and lovable St. Bernard whose fabulous movie ""audition"" catapults the dog to stardom. However, a trio of unscrupulous ne'er-do-wells have plans to kidnap the famous dog and hold him for ransom.",en,26.14,2008-12-26,5.2,119
2677,22683,Gifted Hands: The Ben Carson Story,False,Gifted Hands: The Ben Carson Story is a movie based on the life story of world-renowned neurosurgeon Ben Carson from 1961 to 1987.,en,30.639,2009-02-07,7.8,427
2678,666624,Security,False,"After the assault of a young woman in their seaside town, a security expert and his family get caught in a powerful riptide of secrets and lies.",it,29.689,2021-06-07,5.7,146
2679,551804,Freaky,False,"A mystical, ancient dagger causes a notorious serial killer to magically switch bodies with a 17-year-old girl.",en,25.917,2020-11-12,6.6,1048
2680,44731,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",False,"A retelling of the Drum Island storyline from the manga. It features Franky, Nico Robin, and the Thousand Sunny, who weren't present in the original version.",ja,27.545,2008-03-01,7.1,97
2681,123025,"Batman: The Dark Knight Returns, Part 1",False,"Batman has not been seen for ten years. A new breed of criminal ravages Gotham City, forcing 55-year-old Bruce Wayne back into the cape and cowl. But, does he still have what it takes to fight crime in a new era?",en,30.537,2012-08-21,7.8,1233
2682,405775,The Wall,False,An American sniper and his spotter engage in a deadly cat-and-mouse game with an Iraqi sniper.,en,31.14,2017-05-12,6.3,715
2683,499028,Be with You,False,"Along with his young son, Ji-ho, Woo-jin misses his wife Soo-a, who died after promising to return a year later with the rainy season. Miraculously, they reunite with Soo-a when the rainy season comes around, but she has no memory of her husband and son whom she dearly loved.",ko,24.141,2018-03-14,8.3,156
2684,196,Back to the Future Part III,False,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",en,23.197,1990-05-25,7.4,8663
2685,275619,Age of Tomorrow,False,"Mankind must fight to survive as Earth is invaded by hostile UFOs bent on destroying the planet. As the epic battle wages on, astronauts sneak aboard the mothership where they discover a portal to the aliens' home world. They manage to alert Earth before they are brutally murdered. Left with no other choice, Earth sends an elite military team of science and combat specialists through the portal where they attempt to stop the invasion from the inside out.",en,27.312,2014-06-10,2.9,56
2686,660120,The Worst Person in the World,False,"The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.",no,25.847,2021-10-13,7.6,500
2687,27022,The Sorcerer's Apprentice,False,"Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.",en,23.08,2010-07-13,6.1,4256
2688,467615,The Curse of Buckout Road,False,"A college class project on creation and destruction of modern myth, turns terrifying when a trio of young people come to realize the urban legends surrounding the famed Buckout Road may, in fact, be REAL.",en,32.836,2017-11-24,6.6,40
2689,618354,Superman: Man of Tomorrow,False,"It’s the dawn of a new age of heroes, and Metropolis has just met its first. But as Daily Planet intern Clark Kent – working alongside reporter Lois Lane – secretly wields his alien powers of flight, super-strength and x-ray vision in the battle for good, there’s even greater trouble on the horizon.",en,26.404,2020-08-23,7.3,337
2690,24615,Aloha Scooby-Doo!,False,"The Mystery Gang goes to Hawaii for the Big Kahuna of Hanahuna Surfing Contest. However, the gang and the locals find the island invaded by the vengeful Wiki Tiki spirit and his demons.",en,27.877,2005-01-01,7.2,338
2691,504172,The Mule,False,"Earl Stone, a man in his eighties, is broke, alone, and facing foreclosure of his business when he is offered a job that simply requires him to drive. Easy enough, but, unbeknownst to Earl, he's just signed on as a drug courier for a Mexican cartel. He does so well that his cargo increases exponentially, and Earl hit the radar of hard-charging DEA agent Colin Bates.",en,23.588,2018-12-14,6.8,4099
2692,21427,The Valet,False,"Caught by tabloid paparazzi with his mistress Elena, a famous and beautiful fashion model, billionaire Pierre Levasseur tries to avoid a divorce by inventing a preposterous lie. He uses the presence of a passerby in the photo to claim to his wife that it's not him Elena is seeing but the other man, one François Pignon. Pignon is a modest little man who works as a parking valet. To make the story convincing, Elena has to move in with Pignon.",fr,16.374,2006-03-29,5.9,437
2693,422585,Sex Stories,False,,es,28.242,1999-01-01,5.9,4
2694,1593,Night at the Museum,False,"Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits.",en,30.973,2006-10-20,6.6,8653
2695,870606,Pokémon Apokélypse,False,"Set in the near future, Pokemon battles have been outlawed and forced underground where they resemble dog fights. Crime Syndicate, Team Rocket threatens Misty and Professor Oak forcing Ash to throw a match. After doing so, Ash changes his mind and all out Pokewar between Ash and Team Rocket begins.",en,25.273,2010-09-20,5.2,5
2696,812025,The Silent Twins,False,"Feeling isolated from that unwelcoming community, June and Jennifer Gibbons turn inward and reject communication with everyone but each other, retreating into their own fantasy world of artistic inspiration and adolescent desires.",en,17.371,2022-05-24,2.0,1
2697,935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False,"After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike.",en,27.715,1964-01-29,8.1,4489
2698,13649,High School Musical 2,False,"The East High Wildcats are gearing up for big fun as they land the coolest summer jobs imaginable. Troy, Gabriella, Chad, and Taylor have scored sweet gigs at the Lava Springs Country Club owned by Sharpay and Ryan's family. Sharpay's first rule of business: Get Troy. As Troy experiences a life of privilege he's never known, will he give up the Wildcats and Gabriella to rise to the top?",en,27.064,2007-08-17,6.5,3290
2699,890601,Puff: Wonders of the Reef,False,A baby pufferfish travels through a wondrous microworld full of fantastical creatures as he searches for a home on the Great Barrier Reef.,en,25.221,2021-10-01,7.8,76
2700,834,Underworld: Evolution,False,"As the war between the vampires and the Lycans rages on, Selene, a former member of the Death Dealers (an elite vampire special forces unit that hunts werewolves), and Michael, the werewolf hybrid, work together in an effort to unlock the secrets of their respective bloodlines.",en,28.357,2006-01-12,6.6,3385
2701,60307,Diary of a Wimpy Kid: Rodrick Rules,False,"Wimpy Greg Heffley, now in seventh grade, thinks he has it all together. He has mastered middle school and gotten rid of the Cheese Touch. However, Greg's older brother, Rodrick, is itching to cut him down to size. He gets the perfect opportunity when their mother tries to force the boys to bond. Rodrick may be Greg's chief tormentor, but he feels his constant pranks are just what his little brother needs to prepare him for life's hard knocks.",en,26.061,2011-03-25,6.6,878
2702,3049,Ace Ventura: Pet Detective,False,"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man… or beast!",en,24.058,1994-02-04,6.5,4729
2703,393,Kill Bill: Vol. 2,False,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",en,26.556,2004-04-16,7.9,11710
2704,48171,The Rite,False,"Seminary student Michael Kovak reluctantly attends exorcism school at the Vatican. While he’s in Rome, Michael meets an unorthodox priest who introduces him to the darker side of his faith, uncovering the devil’s reach even to one of the holiest places on Earth.",en,28.307,2011-01-28,6.1,1716
2705,335778,Risen,False,"Clavius, a powerful Roman military tribune, and his aide, Lucius, are tasked with solving the mystery of what happened to Jesus in the weeks following the crucifixion, in order to disprove the rumors of a risen Messiah and prevent an uprising in Jerusalem.",en,23.759,2016-02-18,6.1,677
2706,586954,Latte and the Magic Waterstone,False,"When a greedy bear steals a magic stone to keep the forest’s water for himself, a brave hedgehog and a timid squirrel must work together to retrieve it.",de,23.379,2022-01-27,6.0,4
2707,80280,[REC]³ Genesis,False,A pair of newlyweds must fight to survive when their wedding reception descends into chaos and carnage when their guests become infected by a virus that turns them into hungry zombies.,es,24.854,2012-03-30,5.2,1175
2708,2309,Inkheart,False,"The adventures of a father and his young daughter, in their search for a long lost book that will help reunite a missing, close relative.",en,32.602,2008-12-11,6.3,1797
2709,11586,Exorcist II: The Heretic,False,"Bizarre nightmares plague Regan MacNeil four years after her possession and exorcism. Has the demon returned? And if so, can the combined faith and knowledge of a Vatican investigator and a hypnotic research specialist free her from its grasp?",en,22.849,1977-06-17,4.6,507
2710,219247,Zombie Night,False,Zombies come out at night and two families must survive until morning.,en,22.053,2013-10-08,3.9,65
2711,428292,Trinity Seven: Eternity Library & Alchemic Girl,False,"The film's story begins when Arata inadvertently touches ""Hermes Apocrypha,"" Lilith's Grimoire. Suddenly, he is enveloped by a bright white light, and a girl appears before him. She calls herself Lilim, and treats both Arata and Lilith as her parents. At the same time she appears, something changes in the world. The forbidden Eternal Library awakens. In the Library is sealed the ultimate culmination of Alchemy, the White Demon Lord. The White Demon Lord plots to eliminate Arata and the Trinity Seven to usurp the position of Demon Lord. Bristling with untold power, the White Demon Lord attacks Arata, and triggers a desperate crisis where Arata and the Trinity Seven must save the world in this last battle.",ja,28.956,2017-02-01,7.4,45
2712,239459,No Half Measures: Creating the Final Season of Breaking Bad,False,A documentary about the making of season five of the acclaimed AMC series Breaking Bad.,en,23.33,2013-11-26,8.5,91
2713,403052,Mower Minions,False,"The Minions need to raise $20 to purchase an as seen on TV banana blender. So they take up lawn mowing at an old folks home, with hilarious antics!",en,25.602,2016-07-08,6.6,135
2714,207883,I'm in Love with a Church Girl,False,"Miles Montego has it all - cars, boats, good looks, mansion, money, women, but more importantly, he has a past.",en,21.829,2013-10-18,6.2,66
2715,1577,Resident Evil: Apocalypse,False,"As the city is locked down under quarantine, Alice finds out that the people that died from the previous incident at the Umbrella Corporation have turned into zombies. She then joins a small band of elite soldiers, who are enlisted to rescue the missing daughter of the creator of the mutating T-virus.  Once lack of luck and resources happen, they begin to wage an exhilarating battle to survive and escape before the Umbrella Corporation erases its experiment from the face of the earth.",en,24.797,2004-09-10,6.4,3490
2716,483980,Z-O-M-B-I-E-S,False,"Two star-crossed freshmen – a zombie, Zed and a cheerleader, Addison – each outsiders in their unique ways, befriend each other and work together to show their high school and the Seabrook community what they can achieve when they embrace their differences.",en,33.102,2018-02-16,7.4,505
2717,2405,Joseph,False,"The Biblical story of Joseph, who was sold to slavery by his brothers who were jealous of his prophetic abilities to analyze dreams and of his being their fathers' favorite.",en,26.84,1995-04-16,8.3,131
2718,9679,Gone in Sixty Seconds,False,"Upon learning that he has to come out of retirement to steal 50 cars in one night to save his brother Kip's life, former car thief Randall ""Memphis"" Raines enlists help from a few ""boost happy"" pals to accomplish a seemingly impossible feat. From countless car chases to relentless cops, the high-octane excitement builds as Randall swerves around more than a few roadblocks to keep Kip alive.",en,29.19,2000-06-09,6.4,3573
2719,796,Cruel Intentions,False,"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.",en,21.838,1999-03-05,6.8,2609
2720,184314,Young & Beautiful,False,"Isabelle, a 17-year-old student, loses her virginity during a quick holiday romance. When she returns home, she begins a secret life as a prostitute for a year.",fr,33.09,2013-08-21,6.4,989
2721,940332,11M,False,"Survivors and insiders recount March 11, 2004's terrorist attack on Madrid, including the political crisis it ignited and the hunt for the perpetrators.",es,23.452,2022-02-23,6.1,22
2722,708336,Return of the Tooth Fairy,False,"The Tooth Fairy is back. 15 years after the events of the first movie, Corey, now grown up but mentally scarred has gone to a class reunion. However, the Tooth Fairy is back, and this time - You better have flossed properly.",en,28.361,2020-06-15,6.4,732
2723,408355,Throne of Elves,False,"In the mythical Elven world of Altera, an epic battle unfolds between the beautiful Princess Liya and the Dark Elf Elena, who has gained possession of a jewel so powerful it allows its holder complete authority over all Alterans.",en,24.343,2016-07-31,7.5,150
2724,44040,Devil,False,"A group of people are trapped in an elevator high above Philadelphia, and one of them is the devil.",en,22.086,2010-01-13,6.0,2377
2725,156143,Sexy Comedy,False,The children leave for the school trip and dad and mom board a nice girl who turns out to be the lover of their best friend. Which is then the husband of their best friend ...,it,26.332,2001-01-26,5.2,25
2726,2251,Unfaithful,False,"Connie is a wife and mother whose 11-year marriage to Edward has lost its sexual spark. When Connie literally runs into handsome book collector Paul, he sweeps her into an all-consuming affair. But Edward soon becomes suspicious and decides to confront the other man.",en,25.082,2002-05-10,6.6,1194
2727,98613,Doraemon: Nobita and the Windmasters,False,"One day, Nobita runs into a creature-like ball of wind, which came from a faraway land, but blew into their neighbourhood following the recent typhoon that went through the area. Nobita names it Fuuko. Eventually, he, Doraemon and their friends take it to a vast countryside through the Anywhere Door. There, they learn about the Wind and Storm Villages, and Fuuko’s real identity. Soon, Nobita and his friends have to protect Fuuko from the Storm Village and a now-possessed Nobuo, who is being controlled by the spirit of the Storm Village’s former leader.",ja,32.277,2003-03-08,7.3,40
2728,399035,The Commuter,False,"A businessman, on his daily commute home, gets unwittingly caught up in a criminal conspiracy that threatens not only his life but the lives of those around him.",en,27.082,2018-01-11,6.3,3760
2729,120467,The Grand Budapest Hotel,False,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",en,23.177,2014-02-26,8.1,12295
2730,257088,Point Break,False,"A young undercover FBI agent infiltrates a gang of thieves who share a common interest in extreme sports. A remake of the 1991 film, ""Point Break"".",en,32.528,2015-12-03,5.9,1957
2731,15373,Role Models,False,"Two salesmen trash a company truck on an energy drink-fueled bender. Upon their arrest, the court gives them a choice: do hard time or spend 150 service hours with a mentorship program. After one day with the kids, however, jail doesn't look half bad.",en,31.572,2008-11-07,6.5,1496
2732,357397,Arpeggio of Blue Steel -Ars Nova Cadenza-,False,"The group of privateers known as the Blue Steel continues their mission to deliver blueprints of the Vibration Warhead Torpedo, a weapon that may turn the tides of war in their favor, to the United States. However, a new threat arises from their enemy, the overwhelming Fleet of Fog in the form of ""The Student Council"", a group of warships composed of the remaining Mental Models, the ships' humanoid avatars, who have yet to face the unpredictable captain of the Blue Steel, Gunzou Chihaya.  As the Blue Steel gets closer to understanding the origins of the authority controlling the enemy, Iona's past reveals the beginning of the war and her reason for siding with humanity.",ja,27.343,2015-10-03,7.8,9
2733,833971,The House of Flowers: The Movie,False,The De La Mora siblings concoct a mischievous plan to break into their old family home to retrieve a hidden treasure of significant importance.,es,27.912,2021-06-23,8.2,93
2734,940399,Goyo: En Letra de Otro,False,"The first female led En Letra de Otro music special to cover personal favorites transports us to the vibrant landscapes of her native Condoto in Chocó, Colombia. In between the stunning and elaborate music numbers, Goyo offers a glimpse of her history and influences, including the origin of her nickname, her father’s love of salsa, her rise to international recognition with the band ChocQuibTown, and her obsession with Shakira.",es,19.081,2022-03-07,2.0,1
2735,133805,Carrie,False,"A reimagining of the classic horror tale about Carrie White, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom.",en,30.015,2013-10-16,6.0,3842
2736,115290,Blue Lagoon: The Awakening,False,Two high school students become stranded on a tropical island and must rely on each other for survival. They learn more about themselves and each other while falling in love.,en,25.062,2012-06-16,6.5,1197
2737,13680,The Game Plan,False,"Bachelor football star Joe Kingman seems to have it all. He is wealthy and carefree, and his team is on the way to capturing a championship. Suddenly, he is tackled by some unexpected news: He has a young daughter, the result of a last fling with his ex-wife. Joe must learn to balance his personal and professional lives with the needs of his child.",en,31.81,2007-09-28,6.4,1639
2738,353616,Pitch Perfect 3,False,"After the highs of winning the world championships, the Bellas find themselves split apart and discovering there aren't job prospects for making music with your mouth. But when they get the chance to reunite for an overseas USO tour, this group of awesome nerds will come together to make some music, and some questionable decisions, one last time.",en,25.918,2017-12-20,6.6,2907
2739,325348,Hardcore Henry,False,"Henry, a newly resurrected cyborg who must save his wife/creator from the clutches of a psychotic tyrant with telekinetic powers, AKAN, and his army of mercenaries. Fighting alongside Henry is Jimmy, who is Henry's only hope to make it through the day. Hardcore Henry takes place over the course of one day, in Moscow, Russia.",en,24.314,2015-09-12,6.4,1928
2740,94365,The Human Centipede 3 (Final Sequence),False,"Taking inspiration from The Human Centipede films, the warden of a notorious and troubled prison looks to create a 500-person human centipede as a solution to his problems.",en,22.812,2015-05-22,3.7,581
2741,29826,The Legend of the Nahuala,False,"Leo San Juan, an insecure child of nine years old, lives eternally frightened by horror stories that Nando tells his older brother. Within these stories it is 'The Legend of Nahuala', according to which, an old abandoned Casona is possessed by the spirit of an evil witch known as the Nahuala.",es,27.308,2007-10-31,7.6,133
